property_name,pType_id,tedadTabaghe,property_size,address,tedadKoleTabaghat,TabagheDarVahed,bedrooms,lowest_price,VaziatBana,Jahat,nama,KafPush,ServiceKitchen,garage,VorudiMoshtarak,long_desc,amenities_id,property_slug,property_code,property_status,house_mortgage,rent,property_thumbnail,short_desc,bathrooms,property_video,latitude,longitude,featured,hot,agent_id,status,foundation_size
936,1,2,120,خیابان فرخی,,,3,0,,,,,,,,دو طبقه ، طبقه اول دارای 1 خواب و سالن و آشپزخانه و طبقه 2 دارای 2 خواب و سالن و آشپزخانه. دارای کولر بخاری و انباری,6,936,936,buy,0,0,,,,,,,,,1,1,
937,1,0,162,خیابان شهدا,,,,3910000000,3913640000,,,,,,,هر طبقه کولر دارد,6,937,937,buy,0,0,,,,,,,,,1,1,
939,2,0,437,جلال آباد، بلوار کشاورز,,,,1310000000,1311000000,شمالی,,,,,,زمین باغ - فروش نقدی,6,939,939,buy,0,0,,,,,,,,,1,1,
940,1,2,100,خیابان خرم غربی,,,3,0,,,,,,,,کلید نخورده، 2 خواب بالا و 2 خواب پایین - دارای زیرزمین- گرمایش کف خواب و پکیج,6,940,940,buy,0,0,,,,,,,,,1,1,
941,1,2,162,پارک لاله,,,4,4080000000,4084000000,جنوبی,,,,1,,امتیازات همه مجزا برای هر طبقه- سرمایش کولر گرمایش پکیج وشوفازو بخاری هردو - یک سوییت مستر با حمام دستشویی وآشپزخانه در پشت بام,6,941,941,buy,0,0,,,,,,,,,1,1,
942,2,0,385,بلوار خرمشهر,,,,2680000000,2682500000,,,,,,,قولنامه ای هم هست. 69 متر مکعب ویلایی- تراس 29 متر مکعب- استخر 30 متر مکعب -,6,942,942,buy,0,0,,,,,,,,,1,1,
944,2,0,255,بلوار جمهوری,,,,2150000000,2150000000,,,,,,,11*23,6,944,944,buy,0,0,,,,,,,,,1,1,
945,1,0,200,خیابان قدس شرقی,,,,1620000000,1620000000,جنوبی,,,,,,3.85*14,6,945,945,buy,0,0,,,,,,,,,1,1,
947,6,0,88,بلوار ولی عصر,,,,2200000000,2200000000,,,,,1,,طبقه دوم (2 واحد) نقدی یا معاوضه با منزل همکف رنج 3.200.000.000 مابقی نقد,6,947,947,buy,0,0,,,,,,,,,1,1,
949,6,0,95,خیابان منتظری شمالی,,,2,0,,,,,,,,بهترین نقطه شهر,6,949,949,buy,0,0,,,,,,,,,1,1,
950,1,0,254,خیابان دلگشا,,,,3040000000,3043800000,غربی,,,,,,26.5*9.5، معاوضه با منزل صفر مابقی تا 1.500,6,950,950,buy,0,0,,,,,,,,,1,1,
951,2,0,373,بلوار جمهوری,,,,2110000000,2105700000,شمالی,,,,,,17.6*21.5,6,951,951,buy,0,0,,,,,,,,,1,1,
952,2,0,80,بلوار ایزدی,,,,440000000,440000000,شمالی,,,,,,8*10- بن بست 6 متری,6,952,952,buy,0,0,,,,,,,,,1,1,
955,2,0,2600,جادخ شرکت سابیر,,,,5590000000,5592000000,غربی,,,,,,2600- استخر54 متری چهار طرف اختصاصی با دو درب- دیوارکشی با آبیاری قطره ای- 85 دقیقه آب چاه- 85 دقیقه کانال- دارای انباری، دستشویی، لوله کشی موحطه- 75*34.5- قیمت توافقی معاوضه میشود.,6,955,955,buy,0,0,,,,,,,,,1,1,
956,1,0,448,کمر بندی جنوبی نجف آباد,,,,2320000000,2317250000,,,,,,,ایوان 87 متری- 8:30 دقیقه آبچاه-کولر گازی- دزدگیر با دوربین-2 منبع آب-,6,956,956,buy,0,0,,,,,,,,,1,1,
957,2,0,1750,بلوار جمهوری,,,,8400000000,8401680000,,,,,,,29*60- تا 5 میلیارد نقدی، مابقی معاوضه,6,957,957,buy,0,0,,,,,,,,,1,1,
958,2,0,540,کمربندی جنوبی,,,,1960000000,1962000000,,,,,,,شرق و غرب دیوار کشیشده اختصاصی و جنوب اشتراکی- آب قنات 12.5 دقیقه با لوله کشی,6,958,958,buy,0,0,,,,,,,,,1,1,
959,2,0,530,خیابان امام غربی,,,,2950000000,2945000000,جنوبی,,,,,,21.20*25- دیوار شرقی,6,959,959,buy,0,0,,,,,,,,,1,1,
960,1,0,857,قلعه سفید,,,,4990000000,4986250000,,,,,,,50 میلیون جهت دریافت سند-محوطه سازی کامل 530 متر،۱۰۰ متر ساختمان با چیدمان کامل و با مجوزات جهاد,6,960,960,buy,0,0,,,,,,,,,1,1,
961,1,0,108,خیابان بزرگ مهر,,,,1960000000,1961884000,شمالی,,,,,,نصف زمین (طبقه همکف برای فروش)-آب و برق و گاز و تلفن و کولر آبی مجزا- 24*9,6,961,961,buy,0,0,,,,,,,,,1,1,
962,سوییت,0,35,خیابان منتظری شمالی,,,,0,,,,,,,,آب برق گاز وکولر ,6,962,962,buy,0,0,,,,,,,,,1,1,
963,1,0,120,خیابان خرم غربی,,,,1500000000,1500600000,جنوبی,,,,,,4 به 8 متری -درب دیوارها بلوکی و سیمانبری درختها منبع آب.,6,963,963,buy,0,0,,,,,,,,,1,1,
965,2,0,1134,جاده فولادشهر,,,,2370000000,2367950000,,,,,,,46 متر ساختمان،2 درب و 3 دیوار با استخر و دستشویی، 36 دقیقه آب چاه، مخزن آب 100 و 5000 لیتری.,6,965,965,buy,0,0,,,,,,,,,1,1,
966,1,0,169,خیابان 17 شهریور,,,,4490000000,4488420000,شمالی,,,,,,کولر آبی-18.50*9-قابل معاوضه با منزل تا حد 3 میلیارد تومان- سازه آهن آجر,6,966,966,buy,0,0,,,,,,,,,1,1,
967,1,0,127,بلوار حجتی,,,,3320000000,3316220000,جنوبی,,,,,,دو طبقه هرکدام با امتیازات جدا,6,967,967,buy,0,0,,,,,,,,,1,1,
968,5,0,15,خیابان 17 شهریور,,,,2410000000,2405000000,شمالی,,,,,,2 پلاکه به 91 و 78 متر شمالی غربی,6,968,968,buy,0,0,,,,,,,,,1,1,
970,5,0,74,بلوار بهارستان,,,,4700000000,4700000000,,,,,,,شمالی شرقی- با پروانه 2 طبقه تجاری- 5.7*13,6,970,970,buy,0,0,,,,,,,,,1,1,
971,1,0,86,بلوار ولیعصر,,,,5960000000,5963000000,شمالی,,,,,,با خونه کلنگی و یا زمین  که دوباره جابجا بشه و خونه کلید نخورده بگیریم- 7.5*11.5- دو طبقه- برق سه فاز- یک کولر,6,971,971,buy,0,0,,,,,,,,,1,1,
972,1,0,175,15 خرداد,,,,6000000000,6000000000,شمالی,,,,,,نوساز کلید نخورده، همکف بدون پله، انتظارات برای طبقه دوم دارد، راه جدا,6,972,972,buy,0,0,,,,,,,,,1,1,
973,1,0,168,خیابان 15 خرداد جنوبی,,,,2600000000,2599881400,شمالی,,,,,,دارای زیر زمین، امتیازات کامل هماهنگی با آقای امینی- با پمپ تانک- دارای گلخانه و آبگرم کن,6,973,973,buy,0,0,,,,,,,,,1,1,
974,1,0,484,خیابان منتظری جنوبی,,,,7750000000,7748000000,شرقی,,,,,,با پروانه مسکونی سال 92,6,974,974,buy,0,0,,,,,,,,,1,1,
977,1,0,283,خیابان شیخ بهایی جنوبی,,,,4020000000,آهن و آجر,جنوبی,,,,,,15 متر عقب نشینی خورده-  کولر گازی و انباری- همکف و سرپله بالایی دارد- معاوضه با خونه تا 2 میلیارد، با منزل نوساز تا 1و500 سر میدهند.,6,977,977,buy,0,0,,,,,,,,,1,1,
978,2,0,503,بلوار فجر,,,,2870000000,2867100000,,,,,,,برق و گاز تا پای زمین رسیده (معاوضه با منزل),6,978,978,buy,0,0,,,,,,,,,1,1,
979,2,0,160,خیابان جاده ویلاشهر,,,,672000000,672000000,,,,,,,,6,979,979,buy,0,0,,,,,,,,,1,1,
980,1,0,240,خیابان منتظری شمالی,,,,4860000000,4861200000,جنوبی,,,,,,سخت کاری شده-آب و برق و گاز مشترک. هم کف 170 متری -3 خواب،  طبقه اول 170 متری 3 خوابه، دارای سر پله,6,980,980,buy,0,0,,,,,,,,,1,1,
981,2,0,164,15 خرداد,,,,3610000000,3605800000,,,,,,,قابل معاوضه با منزل تا حد 2500 میلیون تومانی ترجیحا 2 خوابه محدوده مکتب تا آبشار شریعتی,6,981,981,buy,0,0,,,,,,,,,1,1,
982,1,0,201,خیابان سعدی,,,,6160000000,6164030000,,,,,,,شمالی غربی، قابل معاوضه با زمین، سفتکاری، کلنگی قابل تخریب. همکف 138 متری دارای سرپله، زیر زمین 45 متری، حیاط سازی شده با امتیازات مشترک.,6,982,982,buy,0,0,,,,,,,,,1,1,
983,1,0,150,خیابان 22 بهمن,,,,3990000000,3988380000,شمالی,,,,,,معاوضه با منزل نو ساز کوچک تر تا 3500 میلیون تومان- دارای 2 کولر،آیفون تصویری، پمپ منبعی، آبگرم کن گازی,6,983,983,buy,0,0,,,,,,,,,1,1,
984,1,0,206,15 خرداد,,,,0,,,,,,,,معاوضه با خانه نو ساز ی آهن و آجر با همین قیمت. 2 طبقه همکف 152 متری دارای آیفون و هود پرده کمد موکت، طبقه اول 145 متری دارای کمد و هود- امتیازات مجزا-2 کولر-,6,984,984,buy,0,0,,,,,,,,,1,1,
985,1,0,180,بلوار فجر,,,,0,,,,,,,,۳ خواب ؛پارکینگ دار ؛حیاط دار؛۱خواب همکف وسالن وسرویس بهداشتی وحمام وآشپزخانه  طبقه اول ۲ خواب سالن آشپزخانه وسرویس بهداشتی وحمام پشت بام دوربین ,6,985,985,buy,0,0,,,,,,,,,1,1,
988,1,0,130,بلوار فجر,,,,0,,,,,,,,طبقه اول دو خواب (ساخت 98) پارکینگ، انباری، درست، کابینت ام ئی اف، آبگرم کن دیواری، کولر و بخاری,6,988,988,buy,0,0,,,,,,,,,1,1,
991,5,0,470,بلوار آیت الله ایزدی,,,,0,,,,,,,,400 متر انبار و 70 متر مغازه با امکانات آب و برق 3 فاز و گاز. انبار مخصوص ضایعات و بسته بندی و ...,6,991,991,buy,0,0,,,,,,,,,1,1,
992,1,0,150,خیابان شریعتی,,,,0,,,,,,,,2 خواب، پارکینگ، ورودی مجزا، امتیازات جدا به غیر از آب، کابینت ام دی اف، پرده، موکت، کولر آبی,6,992,992,buy,0,0,,,,,,,,,1,1,
993,2,0,200,بلوار طالقانی,,,,0,,جنوبی,,,,,,پلاک جنوبی- با پروانه یک طبقه مسکونی - فقط فروشی نقدی برای یک پلاک به 7*14,6,993,993,buy,0,0,,,,,,,,,1,1,
994,1,0,204,خیابان منتظری شمالی,,,,0,,شمالی,,,,,,ابعاد 9*23.5، 3 خواب همکف، انباری، 3 سال ساخت,6,994,994,buy,0,0,,,,,,,,,1,1,
995,6,0,150,خیابان امام، خیابان ریاضی,,,,0,,جنوبی,,,,,,ورودی مشترک، طبقه اول: 3 خوابه با کابینت ام دی اف و کمد دیواری و آیفون تصویری، امکانات بروز,6,995,995,buy,0,0,,,,,,,,,1,1,
996,4,0,850,فلکه فولادشهر به سمت دادگستری,,,,0,,,,,,,,برق ۳ فاز، آشپزخانه، پذیرایی، انباری، شیروانی، حمام سرویس، ۳ استخر، آب دو چاه وکانال، پارکینگ، معاوضه ,6,996,996,buy,0,0,,,,,,,,,1,1,
997,6,0,100,خیابان منتظری شمالی,,,,0,,شرقی,,,,,,همکف، 2 خوابه، دارای بخاری، کولر آبی، کابینت، پرده، کف سرامیکی ورودی مجزا، حیاط دار و ماشین رو,6,997,997,buy,0,0,,,,,,,,,1,1,
998,1,0,140,بلوار فجر,,,,0,,,,,,,,همکف، تک خواب، پارکینگ دار، آشپزخانه با کابینت فلزی، حیاط دار، ,6,998,998,buy,0,0,,,,,,,,,1,1,
999,1,0,189,خیابان قدس شرقی,,,,0,,جنوبی,,,,,,معاوضه با منزل نوساز، 1 میلیارد سر میدهند. امتیازات مشترک به جز 2 تلفن، 2 طبقه: همکف 136 متر و طبقه 1 136 متر، حیاط سازی شده,6,999,999,buy,0,0,,,,,,,,,1,1,
1000,2,0,62,خیابان ابوذر شمالی,,,,0,,شمالی,,,,,,,6,1000,1000,buy,0,0,,,,,,,,,1,1,
1001,2,0,120,خیابان ابوذر شمالی,,,,0,,شمالی,,,,,,,6,1001,1001,buy,0,0,,,,,,,,,1,1,
1002,1,0,201,خیابان قدس مرکزی,,,,0,,شمالی,,,,,,خانه آهن  و آجر (قابل تخریب)، دارای همکف با 130 متر، زیر زمین و سرپله و بالایی، حیاط سازی شده و دورچینی و سایر امکانات و امتیازات مجزا- ریخت درفته 190 متر,6,1002,1002,buy,0,0,,,,,,,,,1,1,
1003,2,0,190,خیابان منتظری جنوبی,,,,0,,شمالی,,,,,,با پروانه یک طبقه مسکونی,6,1003,1003,buy,0,0,,,,,,,,,1,1,
1004,2,0,142,خیابان فارابی جنوبی,,,,0,,شمالی,,,,,,,6,1004,1004,buy,0,0,,,,,,,,,1,1,
1005,6,0,90,بلوار گلزار، نبش خیابان شهید حاج علی عسگری,,,,0,,,,,,,,100 میلیون مازاد برای پارکینگ اختصاصی، امتیازات کامل، امکانات کامل،4 سال ساخت، معاوضه تا 1 میلیارد سر سیدهد.,6,1005,1005,buy,0,0,,,,,,,,,1,1,
1006,1,0,166,خیابان معرفت,,,,0,,جنوبی,,,,,,امتیازات کامل، دارای کولر، سازه آهن و آجر، 18*9 جنوبی,6,1006,1006,buy,0,0,,,,,,,,,1,1,
1007,1,0,148,خیابان منتظری جنوبی,,,,0,,,,,,,,شمالی غربی، تیرچه بلوک اسکلت، امتیازات کامل با کولر و پمپ تانک، فاضلاب شهری- دارای کمد و رادیاتور و هود و آیفون،,6,1007,1007,buy,0,0,,,,,,,,,1,1,
1008,2,0,403,خیابان فردوسی شمالی,,,,0,,,,,,,,امتیازات کامل (صورت ارزیابی منزل),6,1008,1008,buy,0,0,,,,,,,,,1,1,
1010,6,0,120,خیابان مولوی پلاک 36,,,,0,,,,,,,,دو خواب طبقه اول بالکن پرده موکت ,6,1010,1010,buy,0,0,,,,,,,,,1,1,
1011,1,0,280,بلوارفجر خیابان مهرگان,30,1,3,0,,جنوبی غربی,سنگ,سرامیک,MDF,1,1,همکف 3 خواب با پارکینگ و طبقه اول 3 خواب و طبقه 3 دو خواب و حیاط. طبقات به ترتیب 220 و 220 و 170 متری. امتیازات کامل با کولر گازی.,6,1011,1011,buy,0,0,,,,,,,,,1,1,
1015,6,0,94,شیخ بهایی جنوبی,,,,0,,,,,,,,10 سال ساخت، هر طبقه یک واحد، بدون آسانسیور،  طبقه دوم، نصف نقد نصف 4 ماهه ،دارای بخاری و کولر,6,1015,1015,buy,0,0,,,,,,,,,1,1,
1016,2,0,187,خیابان سعدی,,,,0,,,,,,,,پلاک شمالی طبق تقسیم نامه,6,1016,1016,buy,0,0,,,,,,,,,1,1,
1017,1,0,123,بلوار فجر,,,,0,,,,,,,,17 سال ساخت، معاوضه با همکف، دارای انباری و پارکینگ و زیرزمین ,6,1017,1017,buy,0,0,,,,,,,,,1,1,
1018,2,0,669,کمربندی جنوبی,,,,0,,شرقی,,,,,,زمین کشاورزی، پلاک شرقی، چاه قناتی 12 دقیقه، 12 دقیقه آب کانال، دارای استخر و دیوارکشی، قابل معاوضه با زمین، کلنگی، سفت کاری، منزل نقلی، ابعاد 43*15,6,1018,1018,buy,0,0,,,,,,,,,1,1,
1019,1,0,74,خیابان شریعتی,,,,0,,,,,,,,طبقه همکف (سفتکاری),6,1019,1019,buy,0,0,,,,,,,,,1,1,
1020,1,0,74,خیابان شریعتی,,,,0,,,,,,,,طبقه اول با پارکینگ موتور (سفتکاری),6,1020,1020,buy,0,0,,,,,,,,,1,1,
1024,1,0,150,خیابان منتظری شمالی,1,,,0,,,,,,,,تک خواب، کف موکت، پرده، کابینت فلزی، کولر آبی، بخاری,6,1024,1024,buy,0,0,,,,,,,,,1,1,
1027,6,0,100,شریعتی شرقی,,,,0,,,,,,,,پارکینگ، انباری، آسانسور,6,1027,1027,buy,0,0,,,,,,,,,1,1,
1028,1,0,170,15 خرداد,,,,0,,,,,,,,دو خواب، پارکینگ، انباری، 2 سال ساخت، گرمایش پکیج، سرمایش کولر آبی، راه مجزا، امتیازات مجزا,6,1028,1028,buy,0,0,,,,,,,,,1,1,
1029,2,0,241,فلکه بسیج,,,,0,,شمالی,,,,,,در ابعاد 10*24، شمالی غربی,6,1029,1029,buy,0,0,,,,,,,,,1,1,
1032,6,0,74,فلکه بسیج,,,,0,,,,,,,,معرف اسدالله گچی،4 سال ساخت امکانات کامل، دارای پارکینگ,6,1032,1032,buy,0,0,,,,,,,,,1,1,
1033,1,0,249,امیرآباد، آزادگان فاز 3,,,,0,,,,,,,,15 سال ساخت، دارای همکف با یک خواب 173 متری، طبقه اول دو خواب 157 متری- معاوضه با مغازه تجاری از چهارباغ تا پلیس راه,6,1033,1033,buy,0,0,,,,,,,,,1,1,
1035,2,0,241,فلکه بسیج کوی شهریار,,,,0,,,,,,,,ابعاد 10*24، جهت شمای غربی,6,1035,1035,buy,0,0,,,,,,,,,1,1,
1036,1,0,418,بلوار ولیعصر,,,,0,,جنوبی,,,,,,معرف اسد الله گچیسازه آهن و آجر تخریبی، امتیازات کامل با کولر,6,1036,1036,buy,0,0,,,,,,,,,1,1,
1037,1,0,175,خیابان فارابی جنوبی,,,,0,,,,,,,,فقط فروش، معرف مهدی اطهری، امتیازات کامل با کولر دارای سر پله و بالایی و انباری ، شمای غربی (سازه آهن و آجر),6,1037,1037,buy,0,0,,,,,,,,,1,1,
1038,6,0,186,خیابان یزدانمهر,,,,0,,,,,,,,دارای 3 طبقه هرکدام حدود 136 متر زیربنا و پرده، هود، پکیج، کف خواب، آسانسور. همکف دارای پارکینگ درب برقی. ساختمان حیاط سازی شده است. امتیازات کامل با برق 3 فاز,6,1038,1038,buy,0,0,,,,,,,,,1,1,
1039,8,0,250,فلکه دانشگاه,,,,0,,شمالی,,,,,,دارای برق 3 فاز,6,1039,1039,buy,0,0,,,,,,,,,1,1,
1040,1,0,125,خیابان دانش,,,,0,,جنوبی,,,,,,دارای  همکف با سرپله و امتیازات کامل و کولر آبی,6,1040,1040,buy,0,0,,,,,,,,,1,1,
1042,4,0,1550,جاده فولادشهر,,,,0,,غربی,,,,,,70 دقیقه آب چاه,6,1042,1042,buy,0,0,,,,,,,,,1,1,
1043,2,0,120,خیابان امام رضا,,,,0,,شمالی,,,,,,ابعاد 8*15,6,1043,1043,buy,0,0,,,,,,,,,1,1,
1044,6,0,98,اصفهان خیابان استاد فلاطوری,,,,0,,,,,,,,با وضعیت بنای ساخت. 15 ساله، پکیج شوفاژ، پارکینگ، آسانسور، انباری، تراس، هر طبقه 8 واحد، قابل معاوضه با ملک در نجف آباد,6,1044,1044,buy,0,0,,,,,,,,,1,1,
1045,1,0,101,خیابان نمازی,,,,0,,جنوبی,,,,,,همکف  95 متری تک خوابه و آیفون، پکیج و هود، طبقه اول  92 متری دو خوابه، ایفون لوله کشی و پکیج، طبقه ذوم 63 متری سوییت، دارای آیفون. همکف و طبقه اول امتیازات مجزا و طبقه دوم مشترک. حیاط سازی شده برای همکف و اول، تسویه شهرداری انتقال قطعی,6,1045,1045,buy,0,0,,,,,,,,,1,1,
1047,1,0,163,خیابان شریعتی,,,,0,,,,,,,,15 سال ساخت با امتیازات کامل، همکف و زیرزمین سالنی،,6,1047,1047,buy,0,0,,,,,,,,,1,1,
1048,4,0,1313,جوزدان خیابان رجاییف کوی غربی,,,,0,,,,,,,,معاوضه با منزل در نجف آباد. سازه تیرچه و بلوک.  آب یک ساعت با دزد گیر و موتورخانه و کولر.,6,1048,1048,buy,0,0,,,,,,,,,1,1,
1049,1,0,110,خیابان بهداشت جنوبی,,,,0,,,,,,,,,6,1049,1049,buy,0,0,,,,,,,,,1,1,
1050,2,0,139,خیابان امام رضا,,,,0,,,,,,,,شمالی شرقی، تجاری شده,6,1050,1050,buy,0,0,,,,,,,,,1,1,
1051,8,0,823,خیابان شریعتی,,,,0,,,,,,,,برق 3 فاز 25 آمپره، دارای جرثقیل 10 تنی، دارای دفترکاری در همکف به زیر بنای 81 متری و انبار 68 متری. ابعاد 13.5*61. معاوضه با منزل دوطبقه در حد 5 میلیارد.,6,1051,1051,buy,0,0,,,,,,,,,1,1,
1052,1,0,62,خیابان 15 خرداد جنوبی,,,,0,,,,,,,,معرف احسان انصاری، جهت شمالی شرقی، امتیازات کامل با کولر، همکف با زیربنای 56 متر و دارای سرپله و بالایی. همکف حیاط سازی شده. ساز تیرچه و بلوک,6,1052,1052,buy,0,0,,,,,,,,,1,1,
